Drug,Disease,Label
782,410,1
320,27,1
610,341,1
334,419,1
334,54,1
334,121,1
334,101,1
334,315,1
580,83,1
774,50,1
641,357,1
642,303,1
557,410,1
626,236,1
626,343,1
79,242,1
81,442,1
293,85,1
293,417,1
294,343,1
615,236,1
109,303,1
614,236,1
360,30,1
360,27,1
361,27,1
361,30,1
378,459,1
1044,147,1
1044,297,1
1044,266,1
1044,389,1
1044,396,1
1044,390,1
237,398,1
237,266,1
237,56,1
237,147,1
237,132,1
237,390,1
237,187,1
237,388,1
237,43,1
237,389,1
237,396,1
237,310,1
237,297,1
227,121,1
260,303,1
578,303,1
264,303,1
268,303,1
272,303,1
337,315,1
337,121,1
585,55,1
143,303,1
386,39,1
558,303,1
559,359,1
586,4,1
569,346,1
569,55,1
768,236,1
114,4,1
115,303,1
251,303,1
454,83,1
454,236,1
297,236,1
940,147,1
571,303,1
532,359,1
766,341,1
787,55,1
597,39,1
533,236,1
10,55,1
531,419,1
531,101,1
385,39,1
36,379,1
629,4,1
442,303,1
16,65,1
16,410,1
323,154,1
323,270,1
524,236,1
66,181,1
66,55,1
67,303,1
67,277,1
555,39,1
601,3,1
601,234,1
107,66,1
107,147,1
448,236,1
450,343,1
450,426,1
130,303,1
538,303,1
539,3,1
539,340,1
539,29,1
539,78,1
794,21,1
708,147,1
708,349,1
708,124,1
708,34,1
708,452,1
708,29,1
708,100,1
708,340,1
708,78,1
708,81,1
708,443,1
708,389,1
708,266,1
708,388,1
708,318,1
709,39,1
711,39,1
412,356,1
412,126,1
412,370,1
412,329,1
412,44,1
412,100,1
412,236,1
412,426,1
412,343,1
412,445,1
412,340,1
412,452,1
412,130,1
589,303,1
590,83,1
220,442,1
221,121,1
221,417,1
704,178,1
704,39,1
686,142,1
751,27,1
413,356,1
413,370,1
413,126,1
413,329,1
413,100,1
413,236,1
413,426,1
413,343,1
413,44,1
413,454,1
413,445,1
413,340,1
413,3,1
413,452,1
413,147,1
413,216,1
413,130,1
514,39,1
753,27,1
498,410,1
501,56,1
501,147,1
501,266,1
767,215,1
652,410,1
502,410,1
502,27,1
566,357,1
25,117,1
480,39,1
273,303,1
470,39,1
662,121,1
729,228,1
74,4,1
75,303,1
415,236,1
415,343,1
415,426,1
415,100,1
415,356,1
415,44,1
415,348,1
415,3,1
415,331,1
415,329,1
415,126,1
415,370,1
415,445,1
415,340,1
415,452,1
325,236,1
325,343,1
325,426,1
325,100,1
325,356,1
325,44,1
325,348,1
325,92,1
325,3,1
325,329,1
325,126,1
325,370,1
325,331,1
325,454,1
325,244,1
325,452,1
325,29,1
325,340,1
325,78,1
325,81,1
325,443,1
325,124,1
325,34,1
744,193,1
754,331,1
754,370,1
754,53,1
311,357,1
315,44,1
435,410,1
675,315,1
517,343,1
1121,126,1
1121,61,1
1121,44,1
341,410,1
29,44,1
656,459,1
671,410,1
664,215,1
473,357,1
474,389,1
474,147,1
474,297,1
474,43,1
474,318,1
474,452,1
474,29,1
474,100,1
474,340,1
474,78,1
474,81,1
474,443,1
474,124,1
474,34,1
721,441,1
718,410,1
718,27,1
825,303,1
411,370,1
411,454,1
411,236,1
411,349,1
411,124,1
411,34,1
411,445,1
411,340,1
411,44,1
411,3,1
411,452,1
411,29,1
411,100,1
411,78,1
411,81,1
411,443,1
411,147,1
411,329,1
411,426,1
411,343,1
411,359,1
411,130,1
522,435,1
240,39,1
243,242,1
245,4,1
247,303,1
873,4,1
520,194,1
785,349,1
785,93,1
900,259,1
644,151,1
823,396,1
823,310,1
823,297,1
823,266,1
823,132,1
72,340,1
72,29,1
72,452,1
3,329,1
3,370,1
561,236,1
561,83,1
496,251,1
849,435,1
762,124,1
762,34,1
548,349,1
249,303,1
249,379,1
250,303,1
667,236,1
667,343,1
875,3,1
643,303,1
694,121,1
694,315,1
669,27,1
676,315,1
599,349,1
599,124,1
599,34,1
600,359,1
600,100,1
508,266,1
508,56,1
508,147,1
508,318,1
509,27,1
562,410,1
960,66,1
961,456,1
732,292,1
553,375,1
553,192,1
883,236,1
554,445,1
554,124,1
554,59,1
554,171,1
554,246,1
651,297,1
651,147,1
810,426,1
810,343,1
811,194,1
706,124,1
706,34,1
706,452,1
706,226,1
706,255,1
706,342,1
706,349,1
706,392,1
706,216,1
706,206,1
844,93,1
890,305,1
901,141,1
901,4,1
777,389,1
813,315,1
565,83,1
814,194,1
815,19,1
815,19,1
815,363,1
847,343,1
727,332,1
727,3,1
727,234,1
515,349,1
515,124,1
515,34,1
515,445,1
516,30,1
563,410,1
776,357,1
647,303,1
701,85,1
702,187,1
702,452,1
702,354,1
702,413,1
760,25,1
760,429,1
851,303,1
720,459,1
1122,303,1
850,27,1
410,329,1
410,370,1
866,357,1
681,194,1
878,303,1
927,236,1
639,251,1
798,425,1
798,36,1
798,335,1
798,310,1
798,297,1
798,396,1
798,452,1
798,29,1
798,100,1
798,340,1
798,78,1
798,81,1
798,443,1
798,124,1
798,34,1
798,132,1
798,206,1
798,441,1
798,354,1
798,389,1
799,141,1
799,4,1
931,34,1
836,61,1
836,126,1
836,329,1
925,194,1
1004,303,1
820,449,1
899,340,1
899,29,1
899,78,1
806,349,1
821,194,1
928,205,1
808,315,1
880,236,1
659,310,1
659,297,1
659,396,1
884,3,1
830,21,1
831,305,1
929,205,1
921,410,1
840,124,1
840,34,1
812,181,1
812,55,1
990,236,1
991,320,1
991,303,1
791,216,1
791,78,1
819,357,1
854,3,1
1007,39,1
1007,303,1
1007,141,1
1007,4,1
1007,320,1
1007,236,1
5,48,1
1094,343,1
1094,236,1
1001,236,1
1002,236,1
909,440,1
909,56,1
909,266,1
909,43,1
1118,303,1
1110,121,1
973,320,1
995,236,1
1014,320,1
1018,236,1
1018,320,1
1021,303,1
1051,44,1
1051,61,1
1076,456,1
1076,92,1
1080,456,1
1080,92,1
914,357,1
1046,27,1
953,246,1
953,154,1
953,150,1
1104,216,1
968,4,1
1067,266,1
1067,310,1
1067,297,1
1067,36,1
1067,335,1
1067,425,1
1067,441,1
1067,395,1
40,39,1
954,195,1
1059,215,1
1096,89,1
1096,268,1
1056,303,1
1056,313,1
1056,459,1
1037,435,1
1068,315,1
1069,236,1
1099,4,1
1070,39,1
843,3,1
122,303,1
1101,126,1
1101,130,1
1043,27,1
1048,410,1
1048,65,1
1053,216,1
1033,292,1
1033,128,1
1049,303,1
1050,27,1
1045,303,1
1082,456,1
1083,456,1
1083,92,1
1083,244,1
1084,456,1
1085,456,1
1085,92,1
1088,327,1
1089,438,1
1095,346,1
978,320,1
980,320,1
11,48,1
1081,456,1
1081,92,1
986,236,1
1066,292,1
1066,186,1
1066,366,1
1066,235,1
1105,151,1
1106,303,1
926,85,1
1128,357,1
1129,266,1
1129,297,1
1129,56,1
1129,388,1
1107,124,1
1107,34,1
1119,303,1
1108,459,1
1042,39,1
966,307,1
1100,327,1
863,147,1
1060,461,1
891,66,1
792,370,1
792,126,1
1063,236,1
1112,216,1
783,71,1
902,141,1
902,4,1
896,141,1
896,4,1
322,96,1
322,209,1
1127,92,1
1109,445,1
1040,55,1
1126,124,1
1111,216,1
1113,236,1
1103,303,1
1123,340,1
1123,3,1
1055,147,1
1055,266,1
1055,318,1
1055,389,1
1055,390,1
1055,132,1
1055,452,1
1055,29,1
1055,100,1
1055,340,1
1055,78,1
1055,81,1
1055,443,1
1055,124,1
1055,34,1
207,121,1
278,303,1
65,445,1
65,267,1
65,95,1
65,255,1
262,303,1
77,354,1
77,389,1
77,318,1
77,388,1
77,297,1
77,396,1
77,132,1
77,255,1
77,266,1
77,310,1
77,440,1
77,282,1
77,390,1
77,452,1
77,29,1
77,100,1
77,340,1
77,78,1
77,81,1
77,443,1
77,124,1
77,34,1
77,226,1
77,129,1
518,389,1
518,451,1
518,216,1
518,124,1
518,34,1
518,349,1
518,452,1
518,147,1
518,342,1
518,255,1
518,318,1
518,441,1
518,266,1
518,29,1
518,100,1
518,340,1
518,78,1
518,81,1
518,443,1
518,310,1
518,297,1
518,420,1
518,203,1
518,43,1
518,388,1
518,56,1
518,390,1
518,440,1
518,95,1
518,226,1
518,86,1
365,83,1
937,154,1
955,56,1
955,297,1
955,206,1
955,154,1
955,132,1
955,389,1
955,168,1
955,319,1
955,147,1
955,388,1
943,241,1
943,186,1
943,366,1
943,292,1
20,370,1
20,124,1
20,34,1
20,340,1
20,445,1
20,413,1
20,147,1
20,318,1
20,440,1
20,266,1
398,4,1
70,206,1
70,129,1
70,216,1
70,452,1
48,242,1
292,315,1
715,41,1
102,303,1
679,435,1
950,388,1
950,154,1
950,441,1
817,129,1
817,270,1
174,303,1
198,357,1
577,303,1
904,270,1
904,154,1
904,388,1
904,56,1
904,297,1
1102,303,1
958,445,1
128,303,1
128,277,1
1124,307,1
1124,47,1
1124,17,1
1124,370,1
908,216,1
908,78,1
908,29,1
407,147,1
357,27,1
793,374,1
453,303,1
471,303,1
483,303,1
780,307,1
818,154,1
818,216,1
818,445,1
319,370,1
319,126,1
319,329,1
333,315,1
551,236,1
755,370,1
755,126,1
755,329,1
755,61,1
755,44,1
755,1,1
755,130,1
612,266,1
215,236,1
261,303,1
959,445,1
959,124,1
479,410,1
479,27,1
835,303,1
771,392,1
771,154,1
527,303,1
862,297,1
862,43,1
865,410,1
182,410,1
199,303,1
199,279,1
199,13,1
568,27,1
568,410,1
756,61,1
756,44,1
756,329,1
756,126,1
756,130,1
790,100,1
795,154,1
623,216,1
623,452,1
623,29,1
623,100,1
623,340,1
623,78,1
623,81,1
623,443,1
623,124,1
623,34,1
623,445,1
623,267,1
965,410,1
26,124,1
26,34,1
26,349,1
26,445,1
674,425,1
674,36,1
674,297,1
674,452,1
674,29,1
674,100,1
674,340,1
674,78,1
674,81,1
674,443,1
674,124,1
674,34,1
1125,340,1
1125,29,1
1062,438,1
190,343,1
190,426,1
190,100,1
190,356,1
190,61,1
190,44,1
190,348,1
190,92,1
190,3,1
190,236,1
190,329,1
190,126,1
190,370,1
190,305,1
321,3,1
495,440,1
495,56,1
85,452,1
85,443,1
85,216,1
85,340,1
85,349,1
85,124,1
85,34,1
85,100,1
85,255,1
85,389,1
85,86,1
85,147,1
85,310,1
85,297,1
85,267,1
85,132,1
85,390,1
85,445,1
85,36,1
85,266,1
85,43,1
85,388,1
85,56,1
85,354,1
85,413,1
85,226,1
85,270,1
85,93,1
85,70,1
85,259,1
85,454,1
85,244,1
441,452,1
441,100,1
441,354,1
441,451,1
441,239,1
441,413,1
441,147,1
441,29,1
441,340,1
441,78,1
441,81,1
441,443,1
441,124,1
441,34,1
441,389,1
441,318,1
750,27,1
228,65,1
228,410,1
1114,92,1
734,27,1
1138,349,1
1145,272,1
1136,200,1
1159,440,1
1159,56,1
1135,297,1
1156,459,1
1161,55,1
1161,125,1
1161,181,1
1132,147,1
1131,4,1
1139,349,1
1153,440,1
1153,56,1
1150,85,1
1162,329,1
1162,370,1
1165,303,1
1168,357,1
1154,255,1
1146,29,1
1160,147,1
1141,147,1
1151,349,1
1144,246,1
1140,4,1
1166,27,1
1142,3,1
1163,303,1
1157,318,1
1158,147,1
1158,266,1
1149,124,1
1152,29,1
1152,340,1
1167,310,1
1148,141,1
1148,4,1
1182,259,1
1174,4,1
1155,203,1
1172,303,1
1175,297,1
1176,297,1
1176,441,1
1177,303,1
1180,410,1
1193,435,1
1194,248,1
1194,29,1
1183,93,1
1186,132,1
1173,364,1
1190,147,1
1192,310,1
1189,303,1
1189,313,1
1185,236,1
1188,78,1
1187,216,1
1179,200,1
1178,459,1
1191,216,1
1181,459,1
1171,178,1
0,276,0
0,393,0
0,399,0
0,369,0
0,269,0
1,23,0
1,114,0
1,111,0
1,296,0
1,281,0
2,51,0
2,306,0
2,291,0
2,118,0
2,161,0
3,217,0
3,7,0
3,111,0
3,183,0
3,347,0
4,6,0
4,393,0
4,430,0
4,156,0
4,258,0
5,285,0
5,339,0
5,165,0
5,382,0
5,434,0
6,250,0
6,306,0
6,15,0
6,139,0
6,99,0
7,434,0
7,127,0
7,72,0
7,12,0
7,69,0
8,273,0
8,289,0
8,371,0
8,430,0
8,10,0
9,146,0
9,301,0
9,284,0
9,158,0
9,88,0
10,334,0
10,403,0
10,84,0
10,453,0
10,432,0
11,116,0
11,384,0
11,286,0
11,169,0
11,72,0
12,387,0
12,424,0
12,428,0
12,336,0
12,67,0
13,68,0
13,344,0
13,15,0
13,58,0
13,89,0
14,299,0
14,338,0
14,189,0
14,344,0
14,183,0
15,9,0
15,217,0
15,88,0
15,119,0
15,2,0
16,319,0
16,308,0
16,72,0
16,22,0
16,70,0
17,111,0
17,436,0
17,369,0
17,118,0
17,386,0
18,110,0
18,193,0
18,390,0
18,26,0
18,279,0
19,204,0
19,335,0
19,79,0
19,323,0
19,155,0
20,51,0
20,405,0
20,378,0
20,189,0
20,7,0
21,223,0
21,237,0
21,68,0
21,106,0
21,104,0
22,40,0
22,138,0
22,283,0
22,353,0
22,393,0
23,173,0
23,138,0
23,212,0
23,204,0
23,12,0
24,196,0
24,344,0
24,162,0
24,0,0
24,232,0
25,423,0
25,365,0
25,139,0
25,293,0
25,446,0
26,323,0
26,109,0
26,75,0
26,252,0
26,241,0
27,22,0
27,166,0
27,333,0
27,129,0
27,225,0
28,173,0
28,107,0
28,275,0
28,155,0
28,53,0
29,414,0
29,96,0
29,249,0
29,275,0
29,177,0
30,12,0
30,353,0
30,422,0
30,156,0
30,97,0
31,377,0
31,371,0
31,298,0
31,123,0
31,378,0
32,134,0
32,214,0
32,254,0
32,308,0
32,167,0
33,229,0
33,268,0
33,169,0
33,69,0
33,365,0
34,166,0
34,156,0
34,431,0
34,368,0
34,208,0
35,182,0
35,165,0
35,250,0
35,312,0
35,371,0
36,72,0
36,432,0
36,146,0
36,306,0
36,453,0
37,353,0
37,157,0
37,199,0
37,295,0
37,7,0
38,40,0
38,106,0
38,339,0
38,433,0
38,172,0
39,210,0
39,51,0
39,316,0
39,193,0
39,211,0
40,268,0
40,380,0
40,60,0
40,330,0
40,309,0
41,133,0
41,371,0
41,33,0
41,453,0
41,21,0
42,170,0
42,371,0
42,217,0
42,380,0
42,306,0
43,411,0
43,144,0
43,118,0
43,214,0
43,159,0
44,249,0
44,122,0
44,262,0
44,312,0
44,254,0
45,21,0
45,133,0
45,311,0
45,353,0
45,230,0
46,146,0
46,88,0
46,298,0
46,347,0
46,10,0
47,60,0
47,143,0
47,347,0
47,58,0
47,131,0
48,167,0
48,60,0
48,402,0
48,364,0
48,450,0
49,120,0
49,89,0
49,378,0
49,453,0
49,157,0
50,364,0
50,317,0
50,455,0
50,71,0
50,378,0
51,395,0
51,59,0
51,116,0
51,355,0
51,242,0
52,456,0
52,422,0
52,201,0
52,72,0
52,12,0
53,285,0
53,40,0
53,328,0
53,207,0
53,268,0
54,182,0
54,91,0
54,22,0
54,161,0
54,77,0
55,286,0
55,289,0
55,377,0
55,231,0
55,360,0
56,107,0
56,418,0
56,330,0
56,33,0
56,399,0
57,447,0
57,219,0
57,102,0
57,172,0
57,399,0
58,21,0
58,387,0
58,306,0
58,0,0
58,140,0
59,217,0
59,194,0
59,320,0
59,251,0
59,230,0
60,170,0
60,368,0
60,269,0
60,455,0
60,246,0
61,187,0
61,102,0
61,295,0
61,381,0
61,237,0
62,159,0
62,144,0
62,296,0
62,367,0
62,422,0
63,284,0
63,364,0
63,162,0
63,164,0
63,432,0
64,428,0
64,182,0
64,281,0
64,77,0
64,241,0
65,156,0
65,118,0
65,68,0
65,330,0
65,409,0
66,316,0
66,304,0
66,98,0
66,385,0
66,38,0
67,226,0
67,86,0
67,7,0
67,117,0
67,56,0
68,438,0
68,418,0
68,173,0
68,172,0
68,434,0
69,382,0
69,113,0
69,280,0
69,404,0
69,429,0
70,200,0
70,307,0
70,106,0
70,152,0
70,172,0
71,42,0
71,409,0
71,227,0
71,144,0
71,377,0
72,109,0
72,423,0
72,324,0
72,367,0
72,122,0
73,68,0
73,344,0
73,106,0
73,26,0
73,385,0
74,126,0
74,250,0
74,10,0
74,131,0
74,120,0
75,123,0
75,457,0
75,90,0
75,38,0
75,309,0
76,428,0
76,408,0
76,188,0
76,378,0
76,383,0
77,298,0
77,447,0
77,10,0
77,88,0
77,103,0
78,49,0
78,408,0
78,264,0
78,308,0
78,298,0
79,133,0
79,377,0
79,182,0
79,12,0
79,414,0
80,75,0
80,218,0
80,253,0
80,8,0
80,162,0
81,67,0
81,416,0
81,332,0
81,47,0
81,393,0
82,64,0
82,293,0
82,249,0
82,91,0
82,18,0
83,185,0
83,63,0
83,254,0
83,301,0
83,117,0
84,199,0
84,373,0
84,161,0
84,288,0
84,52,0
85,152,0
85,322,0
85,405,0
85,88,0
85,393,0
86,328,0
86,123,0
86,364,0
86,8,0
86,300,0
87,337,0
87,40,0
87,448,0
87,298,0
87,49,0
88,111,0
88,20,0
88,74,0
88,156,0
88,96,0
89,293,0
89,137,0
89,127,0
89,243,0
89,116,0
90,295,0
90,411,0
90,111,0
90,263,0
90,153,0
91,111,0
91,364,0
91,274,0
91,15,0
91,353,0
92,323,0
92,107,0
92,22,0
92,0,0
92,362,0
93,230,0
93,289,0
93,113,0
93,59,0
93,36,0
94,138,0
94,137,0
94,330,0
94,432,0
94,314,0
95,186,0
95,210,0
95,67,0
95,13,0
95,208,0
96,387,0
96,352,0
96,99,0
96,186,0
96,25,0
97,265,0
97,42,0
97,344,0
97,314,0
97,269,0
98,80,0
98,224,0
98,347,0
98,162,0
98,435,0
99,416,0
99,152,0
99,104,0
99,21,0
99,268,0
100,291,0
100,102,0
100,260,0
100,134,0
100,182,0
101,20,0
101,309,0
101,412,0
101,5,0
101,250,0
102,75,0
102,82,0
102,134,0
102,120,0
102,47,0
103,385,0
103,330,0
103,422,0
103,186,0
103,129,0
104,106,0
104,284,0
104,412,0
104,400,0
104,285,0
105,258,0
105,432,0
105,238,0
105,245,0
105,295,0
106,232,0
106,374,0
106,268,0
106,245,0
106,385,0
107,237,0
107,7,0
107,155,0
107,377,0
107,99,0
108,172,0
108,18,0
108,361,0
