Drug,Disease,Label
507.0,44.0,1
507.0,3.0,1
507.0,452.0,1
507.0,100.0,1
507.0,147.0,1
507.0,329.0,1
507.0,426.0,1
507.0,343.0,1
507.0,130.0,1
507.0,359.0,1
803.0,141.0,1
803.0,4.0,1
258.0,303.0,1
154.0,66.0,1
154.0,147.0,1
800.0,55.0,1
800.0,125.0,1
800.0,181.0,1
69.0,121.0,1
69.0,315.0,1
391.0,39.0,1
545.0,39.0,1
253.0,303.0,1
650.0,459.0,1
683.0,410.0,1
703.0,426.0,1
362.0,27.0,1
905.0,121.0,1
935.0,410.0,1
1130.0,26.0,1
581.0,236.0,1
581.0,83.0,1
809.0,66.0,1
809.0,25.0,1
574.0,303.0,1
574.0,277.0,1
549.0,236.0,1
549.0,343.0,1
827.0,151.0,1
478.0,202.0,1
89.0,236.0,1
89.0,343.0,1
89.0,426.0,1
89.0,100.0,1
89.0,356.0,1
89.0,44.0,1
89.0,348.0,1
89.0,3.0,1
89.0,331.0,1
89.0,329.0,1
89.0,126.0,1
89.0,370.0,1
89.0,454.0,1
89.0,445.0,1
89.0,340.0,1
89.0,452.0,1
89.0,147.0,1
89.0,130.0,1
89.0,216.0,1
841.0,4.0,1
933.0,151.0,1
417.0,236.0,1
417.0,343.0,1
417.0,426.0,1
417.0,100.0,1
417.0,356.0,1
417.0,44.0,1
417.0,348.0,1
417.0,3.0,1
417.0,331.0,1
417.0,329.0,1
417.0,126.0,1
417.0,370.0,1
417.0,445.0,1
417.0,340.0,1
417.0,452.0,1
417.0,147.0,1
417.0,130.0,1
417.0,359.0,1
598.0,359.0,1
598.0,100.0,1
1120.0,55.0,1
822.0,194.0,1
833.0,55.0,1
867.0,147.0,1
797.0,50.0,1
332.0,121.0,1
332.0,315.0,1
870.0,354.0,1
870.0,310.0,1
99.0,160.0,1
99.0,359.0,1
745.0,39.0,1
784.0,93.0,1
784.0,349.0,1
342.0,410.0,1
634.0,303.0,1
634.0,279.0,1
685.0,349.0,1
852.0,85.0,1
61.0,3.0,1
61.0,234.0,1
494.0,303.0,1
271.0,303.0,1
717.0,315.0,1
300.0,236.0,1
300.0,83.0,1
432.0,109.0,1
620.0,349.0,1
620.0,445.0,1
936.0,410.0,1
974.0,320.0,1
657.0,55.0,1
657.0,125.0,1
657.0,181.0,1
657.0,216.0,1
946.0,66.0,1
352.0,27.0,1
906.0,147.0,1
967.0,81.0,1
967.0,100.0,1
1025.0,320.0,1
1026.0,320.0,1
944.0,351.0,1
881.0,236.0,1
945.0,150.0,1
722.0,27.0,1
722.0,30.0,1
351.0,27.0,1
1032.0,297.0,1
1032.0,310.0,1
113.0,4.0,1
140.0,4.0,1
141.0,4.0,1
964.0,303.0,1
406.0,147.0,1
979.0,320.0,1
396.0,181.0,1
396.0,225.0,1
981.0,303.0,1
910.0,435.0,1
910.0,31.0,1
957.0,303.0,1
1019.0,320.0,1
948.0,215.0,1
1039.0,303.0,1
181.0,242.0,1
839.0,2.0,1
839.0,447.0,1
1027.0,236.0,1
856.0,178.0,1
2.0,215.0,1
117.0,354.0,1
117.0,310.0,1
117.0,132.0,1
117.0,440.0,1
117.0,389.0,1
117.0,452.0,1
117.0,29.0,1
117.0,100.0,1
117.0,340.0,1
117.0,78.0,1
117.0,81.0,1
117.0,443.0,1
117.0,124.0,1
117.0,34.0,1
117.0,95.0,1
117.0,226.0,1
117.0,255.0,1
117.0,86.0,1
117.0,82.0,1
117.0,342.0,1
673.0,205.0,1
816.0,194.0,1
232.0,370.0,1
232.0,329.0,1
420.0,419.0,1
420.0,121.0,1
420.0,101.0,1
680.0,303.0,1
200.0,27.0,1
1030.0,4.0,1
167.0,410.0,1
203.0,272.0,1
71.0,303.0,1
204.0,147.0,1
204.0,297.0,1
204.0,43.0,1
204.0,389.0,1
204.0,451.0,1
204.0,266.0,1
204.0,390.0,1
204.0,396.0,1
204.0,392.0,1
204.0,132.0,1
204.0,354.0,1
1022.0,236.0,1
1023.0,236.0,1
179.0,44.0,1
179.0,370.0,1
993.0,39.0,1
994.0,320.0,1
996.0,303.0,1
542.0,236.0,1
542.0,83.0,1
73.0,27.0,1
488.0,194.0,1
1008.0,39.0,1
1008.0,303.0,1
1008.0,236.0,1
347.0,27.0,1
348.0,30.0,1
348.0,27.0,1
353.0,27.0,1
356.0,27.0,1
358.0,27.0,1
86.0,270.0,1
86.0,452.0,1
513.0,194.0,1
1017.0,303.0,1
254.0,303.0,1
256.0,303.0,1
997.0,39.0,1
277.0,303.0,1
138.0,44.0,1
138.0,61.0,1
281.0,303.0,1
1009.0,303.0,1
1009.0,320.0,1
1029.0,215.0,1
1031.0,340.0,1
1031.0,29.0,1
1031.0,78.0,1
1031.0,248.0,1
90.0,27.0,1
90.0,11.0,1
91.0,52.0,1
118.0,39.0,1
1117.0,421.0,1
989.0,141.0,1
989.0,4.0,1
992.0,320.0,1
971.0,3.0,1
971.0,61.0,1
1016.0,236.0,1
38.0,421.0,1
38.0,130.0,1
38.0,343.0,1
41.0,426.0,1
1134.0,3.0,1
355.0,27.0,1
876.0,396.0,1
876.0,266.0,1
876.0,43.0,1
876.0,56.0,1
171.0,303.0,1
152.0,345.0,1
153.0,303.0,1
157.0,236.0,1
402.0,66.0,1
845.0,100.0,1
845.0,81.0,1
286.0,303.0,1
288.0,305.0,1
301.0,236.0,1
301.0,343.0,1
301.0,426.0,1
303.0,236.0,1
306.0,11.0,1
39.0,55.0,1
458.0,315.0,1
461.0,426.0,1
461.0,343.0,1
529.0,215.0,1
530.0,55.0,1
394.0,55.0,1
45.0,318.0,1
45.0,266.0,1
45.0,43.0,1
45.0,340.0,1
45.0,445.0,1
45.0,56.0,1
45.0,310.0,1
45.0,297.0,1
45.0,388.0,1
45.0,132.0,1
45.0,390.0,1
45.0,147.0,1
50.0,4.0,1
68.0,410.0,1
183.0,101.0,1
185.0,410.0,1
976.0,303.0,1
976.0,320.0,1
52.0,4.0,1
53.0,178.0,1
53.0,83.0,1
53.0,236.0,1
164.0,303.0,1
298.0,236.0,1
648.0,266.0,1
648.0,310.0,1
648.0,297.0,1
648.0,147.0,1
648.0,389.0,1
648.0,452.0,1
648.0,29.0,1
648.0,100.0,1
648.0,340.0,1
648.0,78.0,1
648.0,81.0,1
648.0,443.0,1
648.0,124.0,1
648.0,34.0,1
648.0,349.0,1
57.0,303.0,1
60.0,39.0,1
63.0,236.0,1
63.0,61.0,1
63.0,44.0,1
134.0,216.0,1
134.0,389.0,1
134.0,452.0,1
134.0,29.0,1
134.0,100.0,1
134.0,340.0,1
134.0,78.0,1
134.0,81.0,1
134.0,443.0,1
134.0,124.0,1
134.0,34.0,1
136.0,236.0,1
137.0,410.0,1
176.0,355.0,1
176.0,303.0,1
998.0,303.0,1
395.0,55.0,1
395.0,125.0,1
395.0,181.0,1
116.0,445.0,1
116.0,220.0,1
116.0,267.0,1
455.0,39.0,1
493.0,304.0,1
493.0,302.0,1
493.0,304.0,1
493.0,304.0,1
224.0,147.0,1
541.0,55.0,1
592.0,343.0,1
456.0,4.0,1
575.0,215.0,1
575.0,215.0,1
487.0,355.0,1
487.0,26.0,1
645.0,303.0,1
31.0,349.0,1
31.0,445.0,1
31.0,266.0,1
31.0,43.0,1
31.0,388.0,1
31.0,56.0,1
31.0,310.0,1
31.0,297.0,1
31.0,147.0,1
31.0,390.0,1
31.0,132.0,1
31.0,318.0,1
31.0,452.0,1
31.0,29.0,1
31.0,100.0,1
31.0,340.0,1
31.0,78.0,1
31.0,81.0,1
31.0,443.0,1
31.0,124.0,1
31.0,34.0,1
390.0,39.0,1
698.0,147.0,1
698.0,297.0,1
698.0,266.0,1
698.0,389.0,1
698.0,396.0,1
698.0,390.0,1
421.0,197.0,1
421.0,147.0,1
605.0,303.0,1
229.0,345.0,1
231.0,151.0,1
231.0,459.0,1
484.0,233.0,1
485.0,410.0,1
627.0,56.0,1
627.0,43.0,1
627.0,266.0,1
1003.0,236.0,1
34.0,236.0,1
34.0,83.0,1
401.0,390.0,1
401.0,154.0,1
401.0,147.0,1
98.0,181.0,1
98.0,55.0,1
234.0,147.0,1
775.0,340.0,1
775.0,3.0,1
613.0,236.0,1
640.0,459.0,1
781.0,340.0,1
781.0,29.0,1
781.0,78.0,1
781.0,443.0,1
781.0,92.0,1
782.0,410.0,1
320.0,27.0,1
610.0,341.0,1
334.0,419.0,1
334.0,54.0,1
334.0,121.0,1
334.0,101.0,1
334.0,315.0,1
580.0,83.0,1
774.0,50.0,1
641.0,357.0,1
642.0,303.0,1
557.0,410.0,1
626.0,236.0,1
626.0,343.0,1
79.0,242.0,1
81.0,442.0,1
293.0,85.0,1
293.0,417.0,1
294.0,343.0,1
615.0,236.0,1
109.0,303.0,1
614.0,236.0,1
360.0,30.0,1
360.0,27.0,1
361.0,27.0,1
361.0,30.0,1
378.0,459.0,1
1044.0,147.0,1
1044.0,297.0,1
1044.0,266.0,1
1044.0,389.0,1
1044.0,396.0,1
1044.0,390.0,1
237.0,398.0,1
237.0,266.0,1
237.0,56.0,1
237.0,147.0,1
237.0,132.0,1
237.0,390.0,1
237.0,187.0,1
237.0,388.0,1
237.0,43.0,1
237.0,389.0,1
237.0,396.0,1
237.0,310.0,1
237.0,297.0,1
227.0,121.0,1
260.0,303.0,1
578.0,303.0,1
264.0,303.0,1
268.0,303.0,1
272.0,303.0,1
337.0,315.0,1
337.0,121.0,1
585.0,55.0,1
143.0,303.0,1
386.0,39.0,1
558.0,303.0,1
559.0,359.0,1
586.0,4.0,1
569.0,346.0,1
569.0,55.0,1
768.0,236.0,1
114.0,4.0,1
115.0,303.0,1
251.0,303.0,1
454.0,83.0,1
454.0,236.0,1
297.0,236.0,1
940.0,147.0,1
571.0,303.0,1
532.0,359.0,1
766.0,341.0,1
787.0,55.0,1
597.0,39.0,1
533.0,236.0,1
10.0,55.0,1
531.0,419.0,1
531.0,101.0,1
385.0,39.0,1
36.0,379.0,1
629.0,4.0,1
442.0,303.0,1
16.0,65.0,1
16.0,410.0,1
323.0,154.0,1
323.0,270.0,1
524.0,236.0,1
66.0,181.0,1
66.0,55.0,1
67.0,303.0,1
67.0,277.0,1
555.0,39.0,1
601.0,3.0,1
601.0,234.0,1
107.0,66.0,1
107.0,147.0,1
448.0,236.0,1
450.0,343.0,1
450.0,426.0,1
130.0,303.0,1
538.0,303.0,1
539.0,3.0,1
539.0,340.0,1
539.0,29.0,1
539.0,78.0,1
794.0,21.0,1
708.0,147.0,1
708.0,349.0,1
708.0,124.0,1
708.0,34.0,1
708.0,452.0,1
708.0,29.0,1
708.0,100.0,1
708.0,340.0,1
708.0,78.0,1
708.0,81.0,1
708.0,443.0,1
708.0,389.0,1
708.0,266.0,1
708.0,388.0,1
708.0,318.0,1
709.0,39.0,1
711.0,39.0,1
412.0,356.0,1
412.0,126.0,1
412.0,370.0,1
412.0,329.0,1
412.0,44.0,1
412.0,100.0,1
412.0,236.0,1
412.0,426.0,1
412.0,343.0,1
412.0,445.0,1
412.0,340.0,1
412.0,452.0,1
412.0,130.0,1
589.0,303.0,1
590.0,83.0,1
220.0,442.0,1
221.0,121.0,1
221.0,417.0,1
704.0,178.0,1
704.0,39.0,1
686.0,142.0,1
751.0,27.0,1
413.0,356.0,1
413.0,370.0,1
413.0,126.0,1
413.0,329.0,1
413.0,100.0,1
413.0,236.0,1
413.0,426.0,1
413.0,343.0,1
413.0,44.0,1
413.0,454.0,1
413.0,445.0,1
413.0,340.0,1
413.0,3.0,1
413.0,452.0,1
413.0,147.0,1
413.0,216.0,1
413.0,130.0,1
514.0,39.0,1
753.0,27.0,1
498.0,410.0,1
501.0,56.0,1
501.0,147.0,1
501.0,266.0,1
767.0,215.0,1
652.0,410.0,1
502.0,410.0,1
502.0,27.0,1
566.0,357.0,1
25.0,117.0,1
480.0,39.0,1
273.0,303.0,1
470.0,39.0,1
662.0,121.0,1
729.0,228.0,1
74.0,4.0,1
75.0,303.0,1
415.0,236.0,1
415.0,343.0,1
415.0,426.0,1
415.0,100.0,1
415.0,356.0,1
415.0,44.0,1
415.0,348.0,1
415.0,3.0,1
415.0,331.0,1
415.0,329.0,1
415.0,126.0,1
415.0,370.0,1
415.0,445.0,1
415.0,340.0,1
415.0,452.0,1
325.0,236.0,1
325.0,343.0,1
325.0,426.0,1
325.0,100.0,1
325.0,356.0,1
325.0,44.0,1
325.0,348.0,1
325.0,92.0,1
325.0,3.0,1
325.0,329.0,1
325.0,126.0,1
325.0,370.0,1
325.0,331.0,1
325.0,454.0,1
325.0,244.0,1
325.0,452.0,1
325.0,29.0,1
325.0,340.0,1
325.0,78.0,1
325.0,81.0,1
325.0,443.0,1
325.0,124.0,1
325.0,34.0,1
744.0,193.0,1
754.0,331.0,1
754.0,370.0,1
754.0,53.0,1
311.0,357.0,1
315.0,44.0,1
435.0,410.0,1
675.0,315.0,1
517.0,343.0,1
1121.0,126.0,1
1121.0,61.0,1
1121.0,44.0,1
341.0,410.0,1
29.0,44.0,1
656.0,459.0,1
671.0,410.0,1
664.0,215.0,1
473.0,357.0,1
474.0,389.0,1
474.0,147.0,1
474.0,297.0,1
474.0,43.0,1
474.0,318.0,1
474.0,452.0,1
474.0,29.0,1
474.0,100.0,1
474.0,340.0,1
474.0,78.0,1
474.0,81.0,1
474.0,443.0,1
474.0,124.0,1
474.0,34.0,1
721.0,441.0,1
718.0,410.0,1
718.0,27.0,1
825.0,303.0,1
411.0,370.0,1
411.0,454.0,1
411.0,236.0,1
411.0,349.0,1
411.0,124.0,1
411.0,34.0,1
411.0,445.0,1
411.0,340.0,1
411.0,44.0,1
411.0,3.0,1
411.0,452.0,1
411.0,29.0,1
411.0,100.0,1
411.0,78.0,1
411.0,81.0,1
411.0,443.0,1
411.0,147.0,1
411.0,329.0,1
411.0,426.0,1
411.0,343.0,1
411.0,359.0,1
411.0,130.0,1
522.0,435.0,1
240.0,39.0,1
243.0,242.0,1
245.0,4.0,1
247.0,303.0,1
873.0,4.0,1
520.0,194.0,1
785.0,349.0,1
785.0,93.0,1
900.0,259.0,1
644.0,151.0,1
823.0,396.0,1
823.0,310.0,1
823.0,297.0,1
823.0,266.0,1
823.0,132.0,1
72.0,340.0,1
72.0,29.0,1
72.0,452.0,1
3.0,329.0,1
3.0,370.0,1
561.0,236.0,1
561.0,83.0,1
496.0,251.0,1
849.0,435.0,1
762.0,124.0,1
762.0,34.0,1
548.0,349.0,1
249.0,303.0,1
249.0,379.0,1
250.0,303.0,1
667.0,236.0,1
667.0,343.0,1
875.0,3.0,1
643.0,303.0,1
694.0,121.0,1
694.0,315.0,1
669.0,27.0,1
676.0,315.0,1
599.0,349.0,1
599.0,124.0,1
599.0,34.0,1
600.0,359.0,1
600.0,100.0,1
508.0,266.0,1
508.0,56.0,1
508.0,147.0,1
508.0,318.0,1
509.0,27.0,1
562.0,410.0,1
960.0,66.0,1
961.0,456.0,1
732.0,292.0,1
553.0,375.0,1
553.0,192.0,1
883.0,236.0,1
554.0,445.0,1
554.0,124.0,1
554.0,59.0,1
554.0,171.0,1
554.0,246.0,1
651.0,297.0,1
651.0,147.0,1
810.0,426.0,1
810.0,343.0,1
811.0,194.0,1
706.0,124.0,1
706.0,34.0,1
706.0,452.0,1
706.0,226.0,1
706.0,255.0,1
706.0,342.0,1
706.0,349.0,1
706.0,392.0,1
706.0,216.0,1
706.0,206.0,1
844.0,93.0,1
890.0,305.0,1
901.0,141.0,1
901.0,4.0,1
777.0,389.0,1
813.0,315.0,1
565.0,83.0,1
814.0,194.0,1
815.0,19.0,1
815.0,19.0,1
815.0,363.0,1
847.0,343.0,1
727.0,332.0,1
727.0,3.0,1
727.0,234.0,1
515.0,349.0,1
515.0,124.0,1
515.0,34.0,1
515.0,445.0,1
516.0,30.0,1
563.0,410.0,1
776.0,357.0,1
647.0,303.0,1
701.0,85.0,1
702.0,187.0,1
702.0,452.0,1
702.0,354.0,1
702.0,413.0,1
760.0,25.0,1
760.0,429.0,1
851.0,303.0,1
720.0,459.0,1
1122.0,303.0,1
850.0,27.0,1
410.0,329.0,1
410.0,370.0,1
866.0,357.0,1
681.0,194.0,1
878.0,303.0,1
927.0,236.0,1
639.0,251.0,1
798.0,425.0,1
798.0,36.0,1
798.0,335.0,1
798.0,310.0,1
798.0,297.0,1
798.0,396.0,1
798.0,452.0,1
798.0,29.0,1
798.0,100.0,1
798.0,340.0,1
798.0,78.0,1
798.0,81.0,1
798.0,443.0,1
798.0,124.0,1
798.0,34.0,1
798.0,132.0,1
798.0,206.0,1
798.0,441.0,1
798.0,354.0,1
798.0,389.0,1
799.0,141.0,1
799.0,4.0,1
931.0,34.0,1
836.0,61.0,1
836.0,126.0,1
836.0,329.0,1
925.0,194.0,1
1004.0,303.0,1
820.0,449.0,1
899.0,340.0,1
899.0,29.0,1
899.0,78.0,1
806.0,349.0,1
821.0,194.0,1
928.0,205.0,1
808.0,315.0,1
880.0,236.0,1
659.0,310.0,1
659.0,297.0,1
659.0,396.0,1
884.0,3.0,1
830.0,21.0,1
831.0,305.0,1
929.0,205.0,1
921.0,410.0,1
840.0,124.0,1
840.0,34.0,1
812.0,181.0,1
812.0,55.0,1
990.0,236.0,1
991.0,320.0,1
991.0,303.0,1
791.0,216.0,1
791.0,78.0,1
819.0,357.0,1
854.0,3.0,1
1007.0,39.0,1
1007.0,303.0,1
1007.0,141.0,1
1007.0,4.0,1
1007.0,320.0,1
1007.0,236.0,1
5.0,48.0,1
1094.0,343.0,1
1094.0,236.0,1
1001.0,236.0,1
1002.0,236.0,1
909.0,440.0,1
909.0,56.0,1
909.0,266.0,1
909.0,43.0,1
1118.0,303.0,1
1110.0,121.0,1
973.0,320.0,1
995.0,236.0,1
1014.0,320.0,1
1018.0,236.0,1
1018.0,320.0,1
1021.0,303.0,1
1051.0,44.0,1
1051.0,61.0,1
1076.0,456.0,1
1076.0,92.0,1
1080.0,456.0,1
1080.0,92.0,1
914.0,357.0,1
1046.0,27.0,1
953.0,246.0,1
953.0,154.0,1
953.0,150.0,1
1104.0,216.0,1
968.0,4.0,1
1067.0,266.0,1
1067.0,310.0,1
1067.0,297.0,1
1067.0,36.0,1
1067.0,335.0,1
1067.0,425.0,1
1067.0,441.0,1
1067.0,395.0,1
40.0,39.0,1
954.0,195.0,1
1059.0,215.0,1
1096.0,89.0,1
1096.0,268.0,1
1056.0,303.0,1
1056.0,313.0,1
1056.0,459.0,1
1037.0,435.0,1
1068.0,315.0,1
1069.0,236.0,1
1099.0,4.0,1
1070.0,39.0,1
843.0,3.0,1
122.0,303.0,1
1101.0,126.0,1
1101.0,130.0,1
1043.0,27.0,1
1048.0,410.0,1
1048.0,65.0,1
1053.0,216.0,1
1033.0,292.0,1
1033.0,128.0,1
1049.0,303.0,1
1050.0,27.0,1
1045.0,303.0,1
1082.0,456.0,1
1083.0,456.0,1
1083.0,92.0,1
1083.0,244.0,1
1084.0,456.0,1
1085.0,456.0,1
1085.0,92.0,1
1088.0,327.0,1
1089.0,438.0,1
1095.0,346.0,1
978.0,320.0,1
980.0,320.0,1
11.0,48.0,1
1081.0,456.0,1
1081.0,92.0,1
986.0,236.0,1
1066.0,292.0,1
1066.0,186.0,1
1066.0,366.0,1
1066.0,235.0,1
1105.0,151.0,1
1106.0,303.0,1
926.0,85.0,1
1128.0,357.0,1
1129.0,266.0,1
1129.0,297.0,1
1129.0,56.0,1
1129.0,388.0,1
1107.0,124.0,1
1107.0,34.0,1
1119.0,303.0,1
1108.0,459.0,1
1042.0,39.0,1
966.0,307.0,1
1100.0,327.0,1
863.0,147.0,1
1060.0,461.0,1
891.0,66.0,1
792.0,370.0,1
792.0,126.0,1
1063.0,236.0,1
1112.0,216.0,1
783.0,71.0,1
902.0,141.0,1
902.0,4.0,1
896.0,141.0,1
896.0,4.0,1
322.0,96.0,1
