Drug,Disease,Label
782,410,1
320,27,1
610,341,1
334,419,1
334,54,1
334,121,1
334,101,1
334,315,1
580,83,1
774,50,1
641,357,1
642,303,1
557,410,1
626,236,1
626,343,1
79,242,1
81,442,1
293,85,1
293,417,1
294,343,1
615,236,1
109,303,1
614,236,1
360,30,1
360,27,1
361,27,1
361,30,1
378,459,1
1044,147,1
1044,297,1
1044,266,1
1044,389,1
1044,396,1
1044,390,1
237,398,1
237,266,1
237,56,1
237,147,1
237,132,1
237,390,1
237,187,1
237,388,1
237,43,1
237,389,1
237,396,1
237,310,1
237,297,1
227,121,1
260,303,1
578,303,1
264,303,1
268,303,1
272,303,1
337,315,1
337,121,1
585,55,1
143,303,1
386,39,1
558,303,1
559,359,1
586,4,1
569,346,1
569,55,1
768,236,1
114,4,1
115,303,1
251,303,1
454,83,1
454,236,1
297,236,1
940,147,1
571,303,1
532,359,1
766,341,1
787,55,1
597,39,1
533,236,1
10,55,1
531,419,1
531,101,1
385,39,1
36,379,1
629,4,1
442,303,1
16,65,1
16,410,1
323,154,1
323,270,1
524,236,1
66,181,1
66,55,1
67,303,1
67,277,1
555,39,1
601,3,1
601,234,1
107,66,1
107,147,1
448,236,1
450,343,1
450,426,1
130,303,1
538,303,1
539,3,1
539,340,1
539,29,1
539,78,1
794,21,1
708,147,1
708,349,1
708,124,1
708,34,1
708,452,1
708,29,1
708,100,1
708,340,1
708,78,1
708,81,1
708,443,1
708,389,1
708,266,1
708,388,1
708,318,1
709,39,1
711,39,1
412,356,1
412,126,1
412,370,1
412,329,1
412,44,1
412,100,1
412,236,1
412,426,1
412,343,1
412,445,1
412,340,1
412,452,1
412,130,1
589,303,1
590,83,1
220,442,1
221,121,1
221,417,1
704,178,1
704,39,1
686,142,1
751,27,1
413,356,1
413,370,1
413,126,1
413,329,1
413,100,1
413,236,1
413,426,1
413,343,1
413,44,1
413,454,1
413,445,1
413,340,1
413,3,1
413,452,1
413,147,1
413,216,1
413,130,1
514,39,1
753,27,1
498,410,1
501,56,1
501,147,1
501,266,1
767,215,1
652,410,1
502,410,1
502,27,1
566,357,1
25,117,1
480,39,1
273,303,1
470,39,1
662,121,1
729,228,1
74,4,1
75,303,1
415,236,1
415,343,1
415,426,1
415,100,1
415,356,1
415,44,1
415,348,1
415,3,1
415,331,1
415,329,1
415,126,1
415,370,1
415,445,1
415,340,1
415,452,1
325,236,1
325,343,1
325,426,1
325,100,1
325,356,1
325,44,1
325,348,1
325,92,1
325,3,1
325,329,1
325,126,1
325,370,1
325,331,1
325,454,1
325,244,1
325,452,1
325,29,1
325,340,1
325,78,1
325,81,1
325,443,1
325,124,1
325,34,1
744,193,1
754,331,1
754,370,1
754,53,1
311,357,1
315,44,1
435,410,1
675,315,1
517,343,1
1121,126,1
1121,61,1
1121,44,1
341,410,1
29,44,1
656,459,1
671,410,1
664,215,1
473,357,1
474,389,1
474,147,1
474,297,1
474,43,1
474,318,1
474,452,1
474,29,1
474,100,1
474,340,1
474,78,1
474,81,1
474,443,1
474,124,1
474,34,1
721,441,1
718,410,1
718,27,1
825,303,1
411,370,1
411,454,1
411,236,1
411,349,1
411,124,1
411,34,1
411,445,1
411,340,1
411,44,1
411,3,1
411,452,1
411,29,1
411,100,1
411,78,1
411,81,1
411,443,1
411,147,1
411,329,1
411,426,1
411,343,1
411,359,1
411,130,1
522,435,1
240,39,1
243,242,1
245,4,1
247,303,1
873,4,1
520,194,1
785,349,1
785,93,1
900,259,1
644,151,1
823,396,1
823,310,1
823,297,1
823,266,1
823,132,1
72,340,1
72,29,1
72,452,1
3,329,1
3,370,1
561,236,1
561,83,1
496,251,1
849,435,1
762,124,1
762,34,1
548,349,1
249,303,1
249,379,1
250,303,1
667,236,1
667,343,1
875,3,1
643,303,1
694,121,1
694,315,1
669,27,1
676,315,1
599,349,1
599,124,1
599,34,1
600,359,1
600,100,1
508,266,1
508,56,1
508,147,1
508,318,1
509,27,1
562,410,1
960,66,1
961,456,1
732,292,1
553,375,1
553,192,1
883,236,1
554,445,1
554,124,1
554,59,1
554,171,1
554,246,1
651,297,1
651,147,1
810,426,1
810,343,1
811,194,1
706,124,1
706,34,1
706,452,1
706,226,1
706,255,1
706,342,1
706,349,1
706,392,1
706,216,1
706,206,1
844,93,1
890,305,1
901,141,1
901,4,1
777,389,1
813,315,1
565,83,1
814,194,1
815,19,1
815,19,1
815,363,1
847,343,1
727,332,1
727,3,1
727,234,1
515,349,1
515,124,1
515,34,1
515,445,1
516,30,1
563,410,1
776,357,1
647,303,1
701,85,1
702,187,1
702,452,1
702,354,1
702,413,1
760,25,1
760,429,1
851,303,1
720,459,1
1122,303,1
850,27,1
410,329,1
410,370,1
866,357,1
681,194,1
878,303,1
927,236,1
639,251,1
798,425,1
798,36,1
798,335,1
798,310,1
798,297,1
798,396,1
798,452,1
798,29,1
798,100,1
798,340,1
798,78,1
798,81,1
798,443,1
798,124,1
798,34,1
798,132,1
798,206,1
798,441,1
798,354,1
798,389,1
799,141,1
799,4,1
931,34,1
836,61,1
836,126,1
836,329,1
925,194,1
1004,303,1
820,449,1
899,340,1
899,29,1
899,78,1
806,349,1
821,194,1
928,205,1
808,315,1
880,236,1
659,310,1
659,297,1
659,396,1
884,3,1
830,21,1
831,305,1
929,205,1
921,410,1
840,124,1
840,34,1
812,181,1
812,55,1
990,236,1
991,320,1
991,303,1
791,216,1
791,78,1
819,357,1
854,3,1
1007,39,1
1007,303,1
1007,141,1
1007,4,1
1007,320,1
1007,236,1
5,48,1
1094,343,1
1094,236,1
1001,236,1
1002,236,1
909,440,1
909,56,1
909,266,1
909,43,1
1118,303,1
1110,121,1
973,320,1
995,236,1
1014,320,1
1018,236,1
1018,320,1
1021,303,1
1051,44,1
1051,61,1
1076,456,1
1076,92,1
1080,456,1
1080,92,1
914,357,1
1046,27,1
953,246,1
953,154,1
953,150,1
1104,216,1
968,4,1
1067,266,1
1067,310,1
1067,297,1
1067,36,1
1067,335,1
1067,425,1
1067,441,1
1067,395,1
40,39,1
954,195,1
1059,215,1
1096,89,1
1096,268,1
1056,303,1
1056,313,1
1056,459,1
1037,435,1
1068,315,1
1069,236,1
1099,4,1
1070,39,1
843,3,1
122,303,1
1101,126,1
1101,130,1
1043,27,1
1048,410,1
1048,65,1
1053,216,1
1033,292,1
1033,128,1
1049,303,1
1050,27,1
1045,303,1
1082,456,1
1083,456,1
1083,92,1
1083,244,1
1084,456,1
1085,456,1
1085,92,1
1088,327,1
1089,438,1
1095,346,1
978,320,1
980,320,1
11,48,1
1081,456,1
1081,92,1
986,236,1
1066,292,1
1066,186,1
1066,366,1
1066,235,1
1105,151,1
1106,303,1
926,85,1
1128,357,1
1129,266,1
1129,297,1
1129,56,1
1129,388,1
1107,124,1
1107,34,1
1119,303,1
1108,459,1
1042,39,1
966,307,1
1100,327,1
863,147,1
1060,461,1
891,66,1
792,370,1
792,126,1
1063,236,1
1112,216,1
783,71,1
902,141,1
902,4,1
896,141,1
896,4,1
322,96,1
322,209,1
1127,92,1
1109,445,1
1040,55,1
1126,124,1
1111,216,1
1113,236,1
1103,303,1
1123,340,1
1123,3,1
1055,147,1
1055,266,1
1055,318,1
1055,389,1
1055,390,1
1055,132,1
1055,452,1
1055,29,1
1055,100,1
1055,340,1
1055,78,1
1055,81,1
1055,443,1
1055,124,1
1055,34,1
207,121,1
278,303,1
65,445,1
65,267,1
65,95,1
65,255,1
262,303,1
77,354,1
77,389,1
77,318,1
77,388,1
77,297,1
77,396,1
77,132,1
77,255,1
77,266,1
77,310,1
77,440,1
77,282,1
77,390,1
77,452,1
77,29,1
77,100,1
77,340,1
77,78,1
77,81,1
77,443,1
77,124,1
77,34,1
77,226,1
77,129,1
518,389,1
518,451,1
518,216,1
518,124,1
518,34,1
518,349,1
518,452,1
518,147,1
518,342,1
518,255,1
518,318,1
518,441,1
518,266,1
518,29,1
518,100,1
518,340,1
518,78,1
518,81,1
518,443,1
518,310,1
518,297,1
518,420,1
518,203,1
518,43,1
518,388,1
518,56,1
518,390,1
518,440,1
518,95,1
518,226,1
518,86,1
365,83,1
937,154,1
955,56,1
955,297,1
955,206,1
955,154,1
955,132,1
955,389,1
955,168,1
955,319,1
955,147,1
955,388,1
943,241,1
943,186,1
943,366,1
943,292,1
20,370,1
20,124,1
20,34,1
20,340,1
20,445,1
20,413,1
20,147,1
20,318,1
20,440,1
20,266,1
398,4,1
70,206,1
70,129,1
70,216,1
70,452,1
48,242,1
292,315,1
715,41,1
102,303,1
679,435,1
950,388,1
950,154,1
950,441,1
817,129,1
817,270,1
174,303,1
198,357,1
577,303,1
904,270,1
904,154,1
904,388,1
904,56,1
904,297,1
1102,303,1
958,445,1
128,303,1
128,277,1
1124,307,1
1124,47,1
1124,17,1
1124,370,1
908,216,1
908,78,1
908,29,1
407,147,1
357,27,1
793,374,1
453,303,1
471,303,1
483,303,1
780,307,1
818,154,1
818,216,1
818,445,1
319,370,1
319,126,1
319,329,1
333,315,1
551,236,1
755,370,1
755,126,1
755,329,1
755,61,1
755,44,1
755,1,1
755,130,1
612,266,1
215,236,1
261,303,1
959,445,1
959,124,1
479,410,1
479,27,1
835,303,1
771,392,1
771,154,1
527,303,1
862,297,1
862,43,1
865,410,1
182,410,1
199,303,1
199,279,1
199,13,1
568,27,1
568,410,1
756,61,1
756,44,1
756,329,1
756,126,1
756,130,1
790,100,1
795,154,1
623,216,1
623,452,1
623,29,1
623,100,1
623,340,1
623,78,1
623,81,1
623,443,1
623,124,1
623,34,1
623,445,1
623,267,1
965,410,1
26,124,1
26,34,1
26,349,1
26,445,1
674,425,1
674,36,1
674,297,1
674,452,1
674,29,1
674,100,1
674,340,1
674,78,1
674,81,1
674,443,1
674,124,1
674,34,1
1125,340,1
1125,29,1
1062,438,1
190,343,1
190,426,1
190,100,1
190,356,1
190,61,1
190,44,1
190,348,1
190,92,1
190,3,1
190,236,1
190,329,1
190,126,1
190,370,1
190,305,1
321,3,1
495,440,1
495,56,1
85,452,1
85,443,1
85,216,1
85,340,1
85,349,1
85,124,1
85,34,1
85,100,1
85,255,1
85,389,1
85,86,1
85,147,1
85,310,1
85,297,1
85,267,1
85,132,1
85,390,1
85,445,1
85,36,1
85,266,1
85,43,1
85,388,1
85,56,1
85,354,1
85,413,1
85,226,1
85,270,1
85,93,1
85,70,1
85,259,1
85,454,1
85,244,1
441,452,1
441,100,1
441,354,1
441,451,1
441,239,1
441,413,1
441,147,1
441,29,1
441,340,1
441,78,1
441,81,1
441,443,1
441,124,1
441,34,1
441,389,1
441,318,1
750,27,1
228,65,1
228,410,1
1114,92,1
734,27,1
1138,349,1
1145,272,1
1136,200,1
1159,440,1
1159,56,1
1135,297,1
1156,459,1
1161,55,1
1161,125,1
1161,181,1
1132,147,1
1131,4,1
1139,349,1
1153,440,1
1153,56,1
1150,85,1
1162,329,1
1162,370,1
1165,303,1
1168,357,1
1154,255,1
1146,29,1
1160,147,1
1141,147,1
1151,349,1
1144,246,1
1140,4,1
1166,27,1
1142,3,1
1163,303,1
1157,318,1
1158,147,1
1158,266,1
1149,124,1
1152,29,1
1152,340,1
1167,310,1
1148,141,1
1148,4,1
1182,259,1
1174,4,1
1155,203,1
1172,303,1
1175,297,1
1176,297,1
1176,441,1
1177,303,1
1180,410,1
1193,435,1
1194,248,1
1194,29,1
1183,93,1
1186,132,1
1173,364,1
1190,147,1
1192,310,1
1189,303,1
1189,313,1
1185,236,1
1188,78,1
1187,216,1
1179,200,1
1178,459,1
1191,216,1
1181,459,1
1171,178,1
0,367,0
0,143,0
0,260,0
0,146,0
0,385,0
0,321,0
0,245,0
0,12,0
0,164,0
0,450,0
1,274,0
1,231,0
1,213,0
1,328,0
1,188,0
1,378,0
1,319,0
1,117,0
1,232,0
1,408,0
2,228,0
2,366,0
2,252,0
2,127,0
2,72,0
2,397,0
2,60,0
2,12,0
2,128,0
2,285,0
3,361,0
3,49,0
3,107,0
3,148,0
3,22,0
3,352,0
3,290,0
3,324,0
3,155,0
3,14,0
4,139,0
4,373,0
4,311,0
4,399,0
4,40,0
4,227,0
4,383,0
4,394,0
4,224,0
4,64,0
5,207,0
5,98,0
5,23,0
5,246,0
5,111,0
5,182,0
5,368,0
5,57,0
5,323,0
5,175,0
6,138,0
6,250,0
6,190,0
6,102,0
6,422,0
6,10,0
6,291,0
6,347,0
6,161,0
6,293,0
7,309,0
7,250,0
7,252,0
7,113,0
7,158,0
7,296,0
7,208,0
7,88,0
7,99,0
7,381,0
8,281,0
8,37,0
8,212,0
8,377,0
8,330,0
8,75,0
8,5,0
8,268,0
8,102,0
8,79,0
9,249,0
9,295,0
9,23,0
9,196,0
9,436,0
9,73,0
9,336,0
9,393,0
9,47,0
9,260,0
10,334,0
10,444,0
10,336,0
10,136,0
10,144,0
10,407,0
10,436,0
10,60,0
10,259,0
10,156,0
11,9,0
11,33,0
11,285,0
11,380,0
11,177,0
11,334,0
11,152,0
11,159,0
11,223,0
11,347,0
12,156,0
12,2,0
12,107,0
12,184,0
12,137,0
12,286,0
12,113,0
12,384,0
12,88,0
12,249,0
13,165,0
13,433,0
13,427,0
13,393,0
13,211,0
13,249,0
13,135,0
13,90,0
13,220,0
13,149,0
14,49,0
14,20,0
14,298,0
14,207,0
14,179,0
14,252,0
14,188,0
14,47,0
14,289,0
14,52,0
15,179,0
15,161,0
15,107,0
15,90,0
15,362,0
15,164,0
15,123,0
15,57,0
15,314,0
15,254,0
16,75,0
16,430,0
16,87,0
16,330,0
16,377,0
16,383,0
16,22,0
16,439,0
16,308,0
16,188,0
17,401,0
17,196,0
17,10,0
17,416,0
17,83,0
17,407,0
17,231,0
17,295,0
17,129,0
17,75,0
18,228,0
18,87,0
18,326,0
18,401,0
18,136,0
18,59,0
18,170,0
18,446,0
18,32,0
18,204,0
19,168,0
19,111,0
19,368,0
19,386,0
19,402,0
19,128,0
19,169,0
19,75,0
19,213,0
19,347,0
20,275,0
20,169,0
20,42,0
20,118,0
20,380,0
20,405,0
20,88,0
20,219,0
20,281,0
20,75,0
21,380,0
21,268,0
21,112,0
21,326,0
21,288,0
21,115,0
21,276,0
21,422,0
21,159,0
21,102,0
22,176,0
22,140,0
22,299,0
22,59,0
22,269,0
22,273,0
22,150,0
22,457,0
22,170,0
22,449,0
23,134,0
23,144,0
23,243,0
23,71,0
23,108,0
23,139,0
23,260,0
23,284,0
23,285,0
23,231,0
24,212,0
24,214,0
24,106,0
24,338,0
24,336,0
24,138,0
24,42,0
24,202,0
24,76,0
24,393,0
25,70,0
25,437,0
25,323,0
25,40,0
25,68,0
25,455,0
25,457,0
25,62,0
25,223,0
25,307,0
26,223,0
26,41,0
26,269,0
26,57,0
26,311,0
26,212,0
26,309,0
26,224,0
26,189,0
26,202,0
27,353,0
27,374,0
27,59,0
27,7,0
27,2,0
27,333,0
27,393,0
27,231,0
27,427,0
27,128,0
28,10,0
28,263,0
28,403,0
28,179,0
28,116,0
28,301,0
28,281,0
28,328,0
28,149,0
28,298,0
29,189,0
29,437,0
29,12,0
29,275,0
29,290,0
29,285,0
29,88,0
29,219,0
29,350,0
29,33,0
30,353,0
30,94,0
30,437,0
30,418,0
30,377,0
30,408,0
30,52,0
30,41,0
30,208,0
30,154,0
31,228,0
31,67,0
31,139,0
31,159,0
31,353,0
31,293,0
31,364,0
31,186,0
31,138,0
31,455,0
32,246,0
32,115,0
32,72,0
32,309,0
32,371,0
32,422,0
32,290,0
32,199,0
32,74,0
32,450,0
33,193,0
33,172,0
33,284,0
33,144,0
33,367,0
33,387,0
33,79,0
33,218,0
33,198,0
33,375,0
34,0,0
34,322,0
34,276,0
34,122,0
34,245,0
34,411,0
34,156,0
34,412,0
34,171,0
34,380,0
35,110,0
35,323,0
35,334,0
35,149,0
35,317,0
35,63,0
35,446,0
35,383,0
35,225,0
35,391,0
36,204,0
36,399,0
36,196,0
36,112,0
36,21,0
36,275,0
36,391,0
36,210,0
36,307,0
36,291,0
37,6,0
37,424,0
37,22,0
37,165,0
37,150,0
37,289,0
37,79,0
37,295,0
37,377,0
37,47,0
38,87,0
38,450,0
38,42,0
38,122,0
38,189,0
38,291,0
38,99,0
38,447,0
38,229,0
38,108,0
39,397,0
39,89,0
39,9,0
39,245,0
39,316,0
39,18,0
39,399,0
39,221,0
39,161,0
39,177,0
40,224,0
40,142,0
40,137,0
40,89,0
40,406,0
40,172,0
40,287,0
40,299,0
40,241,0
40,169,0
41,254,0
41,276,0
41,383,0
41,371,0
41,172,0
41,6,0
41,316,0
41,190,0
41,182,0
41,199,0
42,243,0
42,155,0
42,199,0
42,360,0
42,284,0
42,210,0
42,391,0
42,372,0
42,60,0
42,185,0
43,284,0
43,32,0
43,189,0
43,404,0
43,268,0
43,432,0
43,136,0
43,57,0
43,193,0
43,360,0
44,323,0
44,336,0
44,380,0
44,312,0
44,294,0
44,159,0
44,247,0
44,105,0
44,455,0
44,270,0
45,238,0
45,103,0
45,186,0
45,230,0
45,99,0
45,68,0
45,123,0
45,133,0
45,196,0
45,165,0
46,450,0
46,136,0
46,453,0
46,316,0
46,406,0
46,399,0
46,184,0
46,243,0
46,246,0
46,220,0
47,74,0
47,180,0
47,308,0
47,295,0
47,159,0
47,314,0
47,99,0
47,97,0
47,422,0
47,407,0
48,139,0
48,159,0
48,71,0
48,231,0
48,423,0
48,330,0
48,437,0
48,169,0
48,369,0
48,217,0
49,134,0
49,102,0
49,229,0
49,453,0
49,393,0
49,322,0
49,204,0
49,408,0
49,235,0
49,131,0
50,204,0
50,250,0
50,351,0
50,97,0
50,223,0
50,219,0
50,51,0
50,254,0
50,116,0
50,371,0
51,296,0
51,365,0
51,241,0
51,367,0
51,16,0
51,436,0
51,431,0
51,214,0
51,224,0
51,33,0
52,146,0
52,161,0
52,285,0
52,300,0
52,51,0
52,15,0
52,8,0
52,186,0
52,11,0
52,322,0
53,189,0
53,322,0
53,391,0
53,321,0
53,98,0
53,171,0
53,360,0
53,104,0
53,273,0
53,22,0
54,57,0
54,51,0
54,80,0
